Reporter,Partner,Date of Signature,Date of entry into force
Lithuania,Tajikistan,12-Feb-09,---
Lithuania,Turkey,11-Jul-94,7-Jul-97
Lithuania,Ukraine,8-Feb-94,6-Mar-95
Lithuania,United Kingdom,17-May-93,21-Sep-93
Lithuania,United States,14-Jan-98,22-Nov-01
Lithuania,Uzbekistan,18-Feb-02,11-Nov-02
Lithuania,Venezuela,24-Apr-95,1-Aug-96
Lithuania,VietNam,27-Sep-95,24-Apr-03
Libyan Arab Jamahiriya,Algeria,6-Aug-01,---
Libyan Arab Jamahiriya,Austria,18-Jun-02,1-Jan-04
Libyan Arab Jamahiriya,Belarus,1-Nov-00,23-Feb-02
Libyan Arab Jamahiriya,Belgium and Luxembourg,15-Feb-04,8-Dec-07
Libyan Arab Jamahiriya,Bulgaria,19-Nov-99,19-Jan-04
Libyan Arab Jamahiriya,China,4-Aug-10,---
Libyan Arab Jamahiriya,Croatia,20-Dec-02,---
Libyan Arab Jamahiriya,Egypt,3-Dec-90,4-Jul-91
Libyan Arab Jamahiriya,Ethiopia,27-Jan-04,25-Jun-04
Libyan Arab Jamahiriya,France,19-Apr-04,29-Jan-06
Libyan Arab Jamahiriya,Gambia,26-Jul-95,---
Libyan Arab Jamahiriya,Germany,15-Oct-04,14-Jul-10
Libyan Arab Jamahiriya,India,26-May-07,---
Libyan Arab Jamahiriya,"Iran, Islamic Republic of",27-Dec-06,---
Libyan Arab Jamahiriya,Italy,13-Dec-00,20-Oct-04
Libyan Arab Jamahiriya,Kenya,5-Jun-07,---
Libyan Arab Jamahiriya,"Korea, Republic of",21-Sep-06,---
Libyan Arab Jamahiriya,Malta,24-Oct-03,---
Libyan Arab Jamahiriya,Morocco,2-Nov-00,20-Oct-01
Libyan Arab Jamahiriya,Portugal,14-Jun-03,19-Jun-05
Libyan Arab Jamahiriya,Qatar,28-Apr-04,---
Libyan Arab Jamahiriya,Russian Federation,17-Apr-08,15-Oct-10
Libyan Arab Jamahiriya,San Marino,10-Dec-06,---
Libyan Arab Jamahiriya,Serbia,18-Feb-04,29-Oct-05
Libyan Arab Jamahiriya,Singapore,8-Apr-09,---
Libyan Arab Jamahiriya,Slovakia,20-Feb-09,---
Libyan Arab Jamahiriya,South Africa,14-Jun-02,---
Libyan Arab Jamahiriya,Spain,17-Dec-07,1-Aug-09
Libyan Arab Jamahiriya,Switzerland,8-Dec-03,28-Apr-04
Libyan Arab Jamahiriya,Syrian Arab Republic,8-Feb-93,7-Oct-95
Libyan Arab Jamahiriya,Tunisia,19-Feb-05,---
Libyan Arab Jamahiriya,Turkey,25-Nov-09,---
Liberia,Belgium and Luxembourg,5-Jun-85,---
Liberia,France,23-Mar-79,22-Jan-82
Liberia,Germany,12-Dec-61,22-Oct-67
Liberia,Switzerland,23-Jul-63,22-Sep-64
Lesotho,Germany,11-Nov-82,17-Aug-85
Lesotho,Switzerland,16-Jun-04,7-May-10
Lesotho,United Kingdom,18-Feb-81,18-Feb-81
Lebanon,Armenia,1-May-95,1-Oct-98
Lebanon,Austria,26-May-01,30-Sep-02
Lebanon,Azerbaijan,11-Feb-98,---
Lebanon,Bahrain,7-Aug-03,13-Sep-05
Lebanon,Belarus,19-Jun-01,29-Dec-02
Lebanon,Belgium and Luxembourg,6-Sep-99,5-Mar-04
Lebanon,Benin,15-Jun-04,---
Lebanon,Bulgaria,21-Dec-10,---
Lebanon,Canada,11-Apr-97,19-Jun-99
Lebanon,Chad,15-Jun-04,---
Lebanon,Chile,3-Oct-99,---
Lebanon,China,13-Jun-96,10-Jul-97
Lebanon,Cuba,14-Dec-95,7-Jan-99
Lebanon,Cyprus,9-Apr-01,19-Mar-03
Lebanon,Czech Republic,20-Mar-10,---
Lebanon,Egypt,16-Mar-96,2-Jun-97
Lebanon,Finland,25-Aug-97,12-Jan-00
Lebanon,France,28-Nov-96,29-Oct-99
Lebanon,Gabon,20-Feb-01,---
Lebanon,Germany,18-Mar-97,25-Mar-99
Lebanon,Greece,24-Jul-97,17-Jul-99
Lebanon,Guinea,15-Jun-04,---
Lebanon,Hungary,22-Jun-01,23-Jul-02
Lebanon,Iceland,24-Jun-04,---
Lebanon,"Iran, Islamic Republic of",28-Oct-97,14-May-00
Lebanon,Italy,7-Nov-97,9-Feb-00
Lebanon,Jordan,31-Oct-02,30-Aug-03
Lebanon,"Korea, Republic of",5-May-06,21-Dec-06
Lebanon,Kuwait,21-Jan-01,19-Apr-02
Lebanon,Malaysia,26-Feb-98,20-Jan-02
Lebanon,Mauritania,15-Jun-04,30-Apr-06
Lebanon,Morocco,3-Jul-97,4-Mar-00
Lebanon,Netherlands,2-May-02,1-Mar-04
Lebanon,Oman,11-Apr-06,20-Oct-08
Lebanon,Pakistan,9-Jan-01,28-Mar-03
Lebanon,Qatar,28-Apr-10,---
Lebanon,Romania,15-Apr-09,---
Lebanon,Russian Federation,7-Apr-97,11-Mar-03
Lebanon,Slovakia,20-Feb-09,---
Lebanon,Spain,22-Feb-96,29-Apr-97
Lebanon,Sudan,9-Mar-04,21-Apr-07
Lebanon,Sweden,15-Jun-01,2-Nov-01
Lebanon,Switzerland,3-Mar-00,20-Apr-01
Lebanon,Syrian Arab Republic,18-Jul-10,---
Lebanon,Tunisia,24-Jun-98,4-Jun-00
Lebanon,Turkey,12-May-04,4-Jan-06
Lebanon,Ukraine,25-Mar-96,26-May-00
Lebanon,United Arab Emirates,17-May-98,14-Jul-99
Lebanon,United Kingdom,16-Feb-99,16-Sep-01
Lebanon,Yemen,25-Nov-99,13-May-02
Latvia,Armenia,7-Oct-05,21-Apr-07
Latvia,Austria,17-Nov-94,1-May-96
Latvia,Azerbaijan,3-Oct-05,10-May-06
Latvia,Belarus,3-Mar-98,21-Dec-98
Latvia,Belgium and Luxembourg,27-Mar-96,4-Apr-99
Latvia,Bulgaria,5-Dec-03,23-Jul-04
Latvia,Canada,5-May-09,24-Nov-11
Latvia,China,15-Apr-04,1-Feb-06
Latvia,Croatia,17-Aug-02,25-May-05
Latvia,Czech Republic,25-Oct-94,1-Aug-95
Latvia,Denmark,30-Mar-92,18-Nov-94
Latvia,Egypt,24-Apr-97,3-Jun-98
Latvia,Estonia,7-Feb-96,23-May-96
Latvia,Finland,5-Mar-92,7-Dec-92
Latvia,France,15-May-92,1-Oct-94
Latvia,Georgia,5-Oct-05,5-Mar-06
Latvia,Germany,20-Apr-93,9-Jun-96
Latvia,Greece,20-Jul-95,9-Feb-98
Latvia,Hungary,10-Jun-99,25-Aug-00
Latvia,Iceland,11-Jun-98,1-May-99
Latvia,India,18-Feb-10,27-Nov-10
Latvia,Israel,27-Feb-94,9-May-95
Latvia,Kazakhstan,8-Oct-04,21-Apr-06
Latvia,"Korea, Republic of",23-Oct-96,26-Jan-97
Latvia,Kuwait,5-Oct-01,21-Mar-04
Latvia,Kyrgyzstan,22-May-08,11-Feb-09
Latvia,Lithuania,7-Feb-96,23-Jul-96
Latvia,"Moldova, Republic of",22-Sep-99,14-Apr-00
Latvia,Netherlands,14-Mar-94,1-Apr-95
Latvia,Norway,16-Jun-92,1-Dec-92
Latvia,Poland,26-Apr-93,19-Jul-93
Latvia,Portugal,27-Sep-95,17-Jul-97
Latvia,Romania,27-Nov-01,22-Aug-02
Latvia,Singapore,7-Jul-98,18-Mar-99
Latvia,Slovakia,9-Apr-98,30-Oct-98
Latvia,Spain,26-Oct-95,14-Mar-97
Latvia,Sweden,10-Mar-92,6-Nov-92
Latvia,Switzerland,22-Dec-92,16-Apr-93
Latvia,Turkey,18-Feb-97,3-Mar-99
Latvia,Ukraine,24-Jul-97,30-Dec-97
Latvia,United Kingdom,24-Jan-94,16-Feb-95
Latvia,United States,13-Jan-95,26-Dec-96
Latvia,Uzbekistan,23-May-96,29-Jan-97
Latvia,VietNam,6-Nov-95,20-Feb-96
"Lao, PDR",ple’s Democratic Republic  Australia,6-Apr-94,8-Apr-95
"Lao, PDR",Cambodia,24-Nov-08,---
"Lao, PDR",China,31-Jan-93,1-Jun-93
"Lao, PDR",Cuba,28-Apr-97,10-Jun-98
"Lao, PDR",Denmark,9-Sep-98,9-May-99
"Lao, PDR",France,12-Dec-89,8-Mar-91
"Lao, PDR",Germany,9-Aug-96,24-Mar-99
"Lao, PDR",India,9-Nov-00,5-Jan-03
"Lao, PDR",Indonesia,18-Oct-94,14-Oct-95
"Lao, PDR",Japan,16-Jan-08,3-Aug-08
"Lao, PDR","Korea, Republic of",15-May-96,14-Jun-96
"Lao, PDR",Malaysia,8-Dec-92,---
"Lao, PDR",Mongolia,3-Mar-94,29-Dec-94
"Lao, PDR",Myanmar,5-May-03,---
"Lao, PDR",Netherlands,16-May-03,1-May-05
"Lao, PDR",Pakistan,8-Dec-04,---
"Lao, PDR",Russian Federation,6-Dec-96,9-Feb-06
"Lao, PDR",Singapore,24-Mar-97,26-Mar-98
"Lao, PDR",Sweden,29-Aug-96,1-Jan-97
"Lao, PDR",Switzerland,4-Dec-96,4-Dec-96
"Lao, PDR",Thailand,22-Aug-90,7-Dec-90
"Lao, PDR",United Kingdom,1-Jun-95,1-Jun-95
"Lao, PDR",VietNam,14-Jan-96,23-Jun-96
Kyrgyzstan,Armenia,4-Jul-94,27-Oct-95
Kyrgyzstan,Azerbaijan,28-Aug-97,28-Aug-97
Kyrgyzstan,Belarus,30-Mar-99,11-Nov-01
Kyrgyzstan,China,14-May-92,8-Sep-95
Kyrgyzstan,Denmark,1-Jan-01,---
Kyrgyzstan,Finland,3-Apr-03,8-Dec-04
Kyrgyzstan,France,2-Jun-94,10-Aug-97
Kyrgyzstan,Georgia,22-Apr-97,28-Oct-97
Kyrgyzstan,Germany,28-Aug-97,16-Apr-06
Kyrgyzstan,India,16-May-97,10-Apr-98
Kyrgyzstan,Indonesia,19-Jul-95,23-Apr-97
Kyrgyzstan,"Iran, Islamic Republic of",31-Jul-96,27-Jun-05
Kyrgyzstan,Kazakhstan,8-Apr-99,---
Kyrgyzstan,"Korea, Republic of",19-Nov-07,8-Jun-08
Kyrgyzstan,Latvia,22-May-08,11-Feb-09
Kyrgyzstan,Lithuania,15-May-08,20-Feb-09
Kyrgyzstan,Malaysia,20-Jul-95,---
Kyrgyzstan,"Moldova, Republic of",7-Nov-02,16-Jan-04
Kyrgyzstan,Mongolia,5-Dec-99,---
Kyrgyzstan,Pakistan,26-Aug-95,---
Kyrgyzstan,Spain,26-Oct-90,28-Nov-91
Kyrgyzstan,Sweden,8-Mar-02,1-Apr-03
Kyrgyzstan,Switzerland,29-Jan-99,17-Apr-03
Kyrgyzstan,Tajikistan,19-Jan-00,---
Kyrgyzstan,Turkey,28-Apr-92,31-Oct-96
Kyrgyzstan,Ukraine,23-Feb-93,---
Kyrgyzstan,United Kingdom,8-Dec-94,18-Jun-98
Kyrgyzstan,United States,19-Jan-93,12-Jan-94
Kyrgyzstan,Uzbekistan,24-Dec-96,6-Feb-97
Kuwait,Albania,12-Dec-07,---
Kuwait,Algeria,30-Sep-01,---
Kuwait,Austria,16-Nov-96,22-Sep-98
Kuwait,Belarus,10-Jul-01,14-Jun-03
Kuwait,Belgium and Luxembourg,28-Sep-00,8-Dec-03
Kuwait,Bosnia and Herzegovina,13-Jun-01,23-Dec-02
Kuwait,Bulgaria,29-Jan-07,14-May-10
Kuwait,Cambodia,4-Aug-08,---
Kuwait,Canada,26-Sep-11,---
Kuwait,China,23-Nov-85,24-Dec-86
Kuwait,Croatia,8-Mar-97,2-Jul-98
Kuwait,Czech Republic,31-Oct-10,---
Kuwait,Denmark,1-Jun-01,29-Jun-02
Kuwait,Egypt,17-Apr-01,26-Apr-02
Kuwait,Ethiopia,14-Sep-96,12-Nov-98
Kuwait,Finland,10-Mar-96,21-May-97
Kuwait,France,27-Sep-89,16-May-91
Kuwait,Georgia,13-Oct-09,---
Kuwait,Germany,30-Mar-94,15-Nov-97
Kuwait,Guyana,17-Jan-10,---
Kuwait,Hungary,8-Nov-89,1-Mar-94
Kuwait,India,27-Nov-01,28-Jun-03
Kuwait,"Iran, Islamic Republic of",13-Feb-07,---
Kuwait,Iraq,25-Oct-64,7-Jun-66
Kuwait,Italy,17-Dec-87,21-May-90
Kuwait,Jamaica,1-Apr-13,---
Kuwait,Japan,22-Mar-12,---
Kuwait,Jordan,21-May-01,---
Kuwait,Kazakhstan,31-Aug-97,---
Kuwait,"Korea, Republic of",15-Jul-04,---
Kuwait,Latvia,5-Oct-01,21-Mar-04
Kuwait,Lebanon,21-Jan-01,19-Apr-02
Kuwait,Lithuania,5-Jun-01,15-Jan-03
Kuwait,"Macedonia, TFYR",8-Apr-08,2-Nov-11
Kuwait,Malaysia,21-Nov-87,---
Kuwait,Malta,19-Apr-95,25-Jun-96
Kuwait,Mauritania,1-Aug-06,---
Kuwait,"Moldova, Republic of",29-Mar-02,6-Apr-04
Kuwait,Mongolia,15-Mar-98,1-May-00
Kuwait,Morocco,16-Feb-99,7-May-01
Kuwait,Netherlands,29-May-01,31-May-02
Kuwait,Pakistan,15-Feb-11,---
Kuwait,Poland,5-Mar-90,18-Dec-93
Kuwait,Portugal,23-Jul-07,28-May-11
Kuwait,Romania,21-May-91,26-Jul-92
Kuwait,Russian Federation,21-Nov-94,30-May-96
Kuwait,Serbia,19-Jan-04,1-Apr-05
Kuwait,Singapore,5-Nov-09,---
Kuwait,Slovakia,17-Feb-09,---
Kuwait,Slovenia,26-Apr-02,28-Jul-04
Kuwait,Spain,8-Sep-05,8-Mar-08
Kuwait,Sri Lanka,11-May-09,---
Kuwait,Sweden,7-Nov-99,10-May-02
Kuwait,Switzerland,31-Oct-98,17-Dec-00
Kuwait,Syrian Arab Republic,16-Aug-01,23-Mar-04
Kuwait,Tajikistan,18-Apr-95,12-Jun-98
Kuwait,Tunisia,14-Sep-73,---
Kuwait,Turkey,27-May-10,---
Kuwait,United Arab Emirates,12-Feb-66,---
Kuwait,Uzbekistan,19-Jan-04,6-Mar-06
Kuwait,Yemen,20-Feb-01,---
Republic of Korea,of Albania,15-Dec-03,18-May-06
Republic of Korea,Algeria,12-Oct-99,30-Sep-01
Republic of Korea,Argentina,17-May-94,24-Sep-96
Republic of Korea,Austria,14-Mar-91,1-Nov-91
Republic of Korea,Azerbaijan,23-Apr-07,25-Jan-08
Republic of Korea,Bangladesh,18-Jun-86,6-Oct-88
Republic of Korea,Belarus,22-Apr-97,9-Aug-97
Republic of Korea,Belgium and Luxembourg,12-Dec-06,27-Mar-11
Republic of Korea,Bolivia,1-Apr-96,4-Jun-97
Republic of Korea,Brazil,1-Sep-95,---
Republic of Korea,Brunei Darussalam,14-Nov-00,30-Oct-03
Republic of Korea,Bulgaria,12-Jun-06,16-Nov-06
Republic of Korea,Burkina Faso,26-Oct-04,---
Republic of Korea,Cambodia,10-Feb-97,12-Mar-97
Republic of Korea,Chile,6-Sep-96,16-Sep-99
Republic of Korea,China,7-Sep-07,1-Dec-07
Republic of Korea,Congo,8-Nov-06,13-Aug-11
Republic of Korea,"Congo, DR",17-Mar-05,---
Republic of Korea,Costa Rica,11-Aug-00,26-Aug-02
Republic of Korea,Croatia,19-Jul-05,31-May-06
Republic of Korea,Czech Republic,27-Apr-92,16-Mar-95
Republic of Korea,Denmark,2-Jun-88,2-Jun-88
Republic of Korea,Dominican Republic,30-Jun-06,21-May-08
Republic of Korea,Egypt,18-Mar-96,25-May-97
Republic of Korea,El Salvador,6-Jul-98,25-May-02
Republic of Korea,Finland,21-Oct-93,11-May-96
Republic of Korea,France,28-Dec-77,1-Feb-79
Republic of Korea,Germany,4-Feb-64,15-Jan-67
Republic of Korea,Greece,25-Jan-95,4-Nov-95
Republic of Korea,Guatemala,1-Aug-00,17-Aug-02
Republic of Korea,Guyana,31-Jul-06,20-Aug-06
Republic of Korea,Honduras,24-Oct-00,19-Jul-01
Republic of Korea,"Hong Kong, China",30-Jun-97,30-Jul-97
Republic of Korea,Hungary,28-Dec-88,1-Feb-89
Republic of Korea,India,26-Feb-96,7-May-96
Republic of Korea,Indonesia,16-Feb-91,10-Mar-94
Republic of Korea,"Iran, Islamic Republic of",31-Oct-98,31-May-06
Republic of Korea,Israel,7-Feb-99,19-Jun-03
Republic of Korea,Italy,10-Jan-89,26-Jun-92
Republic of Korea,Jamaica,10-Jun-03,---
Republic of Korea,Japan,22-Mar-02,1-Jan-03
Republic of Korea,Jordan,24-Jul-04,25-Dec-04
Republic of Korea,Kazakhstan,20-Mar-96,26-Dec-96
Republic of Korea,Kuwait,15-Jul-04,---
Republic of Korea,Kyrgyzstan,19-Nov-07,8-Jun-08
Republic of Korea,Lao PDR,15-May-96,14-Jun-96
Republic of Korea,Latvia,23-Oct-96,26-Jan-97
Republic of Korea,Lebanon,5-May-06,21-Dec-06
Republic of Korea,Libyan Arab Jamahiriya,21-Sep-06,---
Republic of Korea,Lithuania,24-Sep-93,9-Nov-93
Republic of Korea,Malaysia,11-Apr-88,31-Mar-89
Republic of Korea,Mauritania,15-Dec-04,21-Jul-06
Republic of Korea,Mauritius,18-Jun-07,9-May-08
Republic of Korea,Mexico,14-Nov-00,27-Jun-02
Republic of Korea,Mongolia,28-Mar-91,30-Apr-91
Republic of Korea,Morocco,27-Jan-99,8-May-01
Republic of Korea,Netherlands,12-Jul-03,1-Mar-05
Republic of Korea,Nicaragua,15-May-00,22-Jun-01
Republic of Korea,Nigeria,27-Mar-98,1-Feb-99
Republic of Korea,Oman,8-Oct-03,10-Feb-04
Republic of Korea,Pakistan,25-May-88,15-Apr-90
Republic of Korea,Panama,10-Jul-01,8-Feb-02
Republic of Korea,Paraguay,22-Dec-92,6-Aug-93
Republic of Korea,Peru,3-Jun-93,20-Apr-94
Republic of Korea,Philippines,7-Apr-94,25-Sep-96
Republic of Korea,Poland,1-Nov-89,2-Feb-90
Republic of Korea,Portugal,3-May-95,11-Aug-96
Republic of Korea,Qatar,16-Apr-99,16-May-99
Republic of Korea,Romania,6-Sep-06,---
Republic of Korea,Russian Federation,14-Dec-90,10-Jul-91
Republic of Korea,Saudi Arabia,4-Apr-02,19-Feb-03
Republic of Korea,Senegal,12-Jul-84,2-Sep-85
Republic of Korea,Slovakia,27-May-05,7-Feb-06
Republic of Korea,South Africa,7-Jul-95,6-Jun-97
Republic of Korea,Spain,17-Jan-94,19-Jul-94
Republic of Korea,Sri Lanka,28-Mar-80,15-Jul-80
Republic of Korea,Sweden,30-Aug-95,18-Jun-97
Republic of Korea,Switzerland,15-Dec-05,1-Sep-06
Republic of Korea,Tajikistan,14-Jul-95,13-Aug-95
Republic of Korea,"Tanzania, United Republic",18-Dec-98,---
Republic of Korea,Thailand,24-Mar-89,30-Sep-89
Republic of Korea,Trinidad and Tobago,5-Nov-02,27-Nov-03
Republic of Korea,Tunisia,23-May-75,28-Nov-75
Republic of Korea,Turkey,14-May-91,4-Jun-94
Republic of Korea,Ukraine,16-Dec-96,3-Nov-97
Republic of Korea,United Arab Emirates,9-Jun-02,15-Jun-04
Republic of Korea,United Kingdom,4-Mar-76,4-Mar-76
Republic of Korea,Uruguay,1-Oct-09,8-Dec-11
Republic of Korea,Uzbekistan,17-Jun-92,20-Nov-92
Republic of Korea,VietNam,15-Sep-03,5-Jun-04
Democratic People's Republic of Korea,c Bangladesh,21-Jun-99,---
Democratic People's Republic of Korea,Belarus,24-Aug-06,---
Democratic People's Republic of Korea,Bulgaria,16-Jun-99,---
Democratic People's Republic of Korea,Cambodia,1-Nov-07,---
Democratic People's Republic of Korea,China,22-Mar-05,1-Oct-05
Democratic People's Republic of Korea,Czech Republic,17-Dec-08,10-Jan-10
Democratic People's Republic of Korea,Denmark,10-Sep-96,25-Dec-97
Democratic People's Republic of Korea,Egypt,19-Aug-99,12-Jan-00
Democratic People's Republic of Korea,Indonesia,21-Feb-00,---
Democratic People's Republic of Korea,"Iran, Islamic Republic of",30-Sep-02,24-Apr-05
Democratic People's Republic of Korea,Italy,27-Sep-00,---
Democratic People's Republic of Korea,"Macedonia, TFYR",15-Dec-97,30-Apr-98
Democratic People's Republic of Korea,Malaysia,4-Feb-98,17-Oct-98
Democratic People's Republic of Korea,Mali,11-Oct-99,---
Democratic People's Republic of Korea,Mongolia,10-Nov-03,---
Democratic People's Republic of Korea,Romania,23-Jan-98,31-Mar-01
Democratic People's Republic of Korea,Russian Federation,28-Nov-96,---
Democratic People's Republic of Korea,Serbia,26-Aug-98,14-Aug-00
Democratic People's Republic of Korea,Singapore,2-Dec-08,18-Mar-09
Democratic People's Republic of Korea,Slovakia,27-Jan-09,6-Dec-09
Democratic People's Republic of Korea,Switzerland,14-Dec-98,15-Nov-00
Democratic People's Republic of Korea,Syrian Arab Republic,14-May-06,---
Democratic People's Republic of Korea,Thailand,1-Mar-02,24-May-02
Democratic People's Republic of Korea,VietNam,2-May-02,---
Kenya,Burundi,1-Apr-09,---
Kenya,China,16-Jul-01,---
Kenya,Finland,1-Sep-08,---
Kenya,France,4-Dec-07,---
Kenya,Germany,3-May-96,7-Dec-00
Kenya,"Iran, Islamic Republic of",24-Feb-09,---
Kenya,Italy,16-Sep-96,4-Aug-99
Kenya,Libyan Arab Jamahiriya,5-Jun-07,---
Kenya,Netherlands,11-Sep-70,11-Jun-79
Kenya,Slovakia,14-Dec-11,---
Kenya,Switzerland,14-Nov-06,10-Jul-09
Kenya,United Kingdom,13-Sep-99,---
Kazakhstan,Austria,12-Jan-10,---
Kazakhstan,Azerbaijan,16-Sep-96,---
Kazakhstan,Belgium and Luxembourg,16-Apr-98,6-Feb-01
Kazakhstan,Bulgaria,15-Sep-99,20-Aug-01
Kazakhstan,China,10-Aug-92,13-Aug-94
Kazakhstan,Czech Republic,25-Nov-10,---
Kazakhstan,Egypt,14-Feb-93,8-Aug-96
Kazakhstan,Finland,9-Jan-07,---
Kazakhstan,France,3-Feb-98,21-Aug-00
Kazakhstan,Georgia,17-Sep-96,24-Aug-98
Kazakhstan,Germany,22-Sep-92,10-May-95
Kazakhstan,Greece,26-Jun-02,---
Kazakhstan,Hungary,7-Dec-94,3-Mar-96
Kazakhstan,India,9-Dec-96,26-Jul-01
Kazakhstan,"Iran, Islamic Republic of",16-Jan-96,3-Apr-99
Kazakhstan,Israel,27-Dec-95,19-Feb-97
Kazakhstan,Italy,22-Sep-94,12-Jul-96
Kazakhstan,Jordan,30-Nov-06,---
Kazakhstan,"Korea, Republic of",20-Mar-96,26-Dec-96
Kazakhstan,Kuwait,31-Aug-97,---
Kazakhstan,Kyrgyzstan,8-Apr-99,---
Kazakhstan,Latvia,8-Oct-04,21-Apr-06
Kazakhstan,Lithuania,15-Sep-94,25-May-95
Kazakhstan,Malaysia,27-May-96,---
Kazakhstan,Mongolia,2-Dec-94,3-Mar-95
Kazakhstan,Netherlands,27-Nov-02,1-Aug-07
Kazakhstan,Pakistan,8-Dec-03,---
Kazakhstan,Poland,21-Sep-94,25-May-95
Kazakhstan,Qatar,4-Mar-08,---
Kazakhstan,Romania,2-Mar-10,---
Kazakhstan,Russian Federation,6-Jul-98,11-Feb-00
Kazakhstan,Serbia,7-Oct-10,---
Kazakhstan,Slovakia,21-Nov-07,---
Kazakhstan,Spain,23-Mar-94,22-Jun-95
Kazakhstan,Sweden,25-Oct-04,1-Aug-06
Kazakhstan,Switzerland,12-May-94,13-May-98
Kazakhstan,Turkey,1-May-92,10-Aug-95
Kazakhstan,Ukraine,17-Sep-94,9-Jan-97
Kazakhstan,United Kingdom,23-Nov-95,23-Nov-95
Kazakhstan,United States,19-May-92,12-Jan-94
Kazakhstan,Uzbekistan,2-Jun-97,8-Sep-97
Kazakhstan,VietNam,15-Sep-09,---
Jordan,Algeria,1-Aug-96,5-Jun-97
Jordan,Austria,23-Jan-01,25-Nov-01
Jordan,Azerbaijan,5-May-08,---
Jordan,Bahrain,8-Feb-00,5-Jun-00
Jordan,Belarus,20-Dec-02,22-Dec-05
Jordan,Bosnia and Herzegovina,2-Jul-06,25-Nov-11
Jordan,Bulgaria,7-Aug-02,19-Apr-03
Jordan,Canada,28-Jun-09,14-Dec-09
Jordan,China,15-Nov-01,---
Jordan,"Congo, DR",23-Jun-04,---
Jordan,Croatia,10-Oct-99,27-Apr-00
Jordan,Cyprus,20-Dec-09,19-Jul-10
Jordan,Czech Republic,6-Apr-09,28-Jan-10
Jordan,Egypt,8-May-96,11-Apr-98
Jordan,Estonia,10-May-10,---
Jordan,Finland,1-Nov-06,18-Dec-07
Jordan,France,23-Feb-78,18-Oct-79
Jordan,Germany,13-Nov-07,28-Aug-10
Jordan,Greece,21-Feb-05,8-Feb-07
Jordan,Hungary,14-Jun-07,9-Mar-08
Jordan,India,30-Nov-06,22-Jan-09
Jordan,Indonesia,12-Nov-96,9-Feb-99
Jordan,Italy,30-Sep-01,30-Sep-01
Jordan,Kazakhstan,29-Nov-06,---
Jordan,"Korea, Republic of",24-Jul-04,25-Dec-04
Jordan,Kuwait,21-May-01,---
Jordan,Lebanon,31-Oct-02,30-Aug-03
Jordan,Lithuania,13-Oct-02,5-May-03
Jordan,Malaysia,2-Oct-94,3-Mar-95
Jordan,Morocco,16-Jun-98,7-Feb-00
Jordan,Netherlands,17-Nov-97,1-Aug-98
Jordan,Oman,9-Apr-07,---
Jordan,Palestinian Territory,4-Oct-12,---
Jordan,Poland,4-Oct-97,14-Aug-99
Jordan,Portugal,17-Mar-09,---
Jordan,Qatar,28-Jan-09,---
Jordan,Romania,2-Jul-92,16-Mar-99
Jordan,Russian Federation,13-Jan-07,---
Jordan,Singapore,16-May-04,22-Aug-05
Jordan,Slovakia,21-Feb-08,9-Jun-10
Jordan,Spain,20-Oct-99,13-Dec-00
Jordan,Sudan,30-Mar-00,3-Feb-01
Jordan,Switzerland,25-Feb-01,11-Dec-01
Jordan,Syrian Arab Republic,8-Oct-01,11-May-02
Jordan,"Tanzania, United Republic",8-Oct-09,---
Jordan,Thailand,15-Dec-05,---
Jordan,Tunisia,27-Apr-95,23-Nov-95
Jordan,Turkey,2-Aug-93,23-Jan-06
Jordan,Ukraine,30-Nov-05,---
Jordan,United Arab Emirates,15-Apr-09,12-Feb-10
Jordan,United Kingdom,10-Oct-79,24-Apr-80
Jordan,United States,2-Jul-97,12-Jun-03
Jordan,Yemen,18-Jun-95,28-Jan-98
Japan,Bangladesh,10-Nov-98,25-Aug-99
Japan,Cambodia,14-Jun-07,31-Jul-08
Japan,China,27-Aug-88,14-May-89
Japan,Colombia,12-Sep-11,---
Japan,Egypt,28-Jan-77,14-Jan-78
Japan,"Hong Kong, China",15-May-97,18-Jun-97
Japan,Iraq,7-Jun-12,---
Japan,"Korea, Republic of",22-Mar-02,1-Jan-03
Japan,Kuwait,22-Mar-12,---
Japan,Lao PDR,16-Jan-08,3-Aug-08
Japan,Mongolia,15-Feb-01,24-Mar-02
Japan,Pakistan,10-Mar-98,29-May-02
Japan,Papua New Guinea,26-Apr-11,---
Japan,Peru,22-Nov-08,10-Dec-09
Japan,Russian Federation,13-Nov-98,27-May-00
Japan,Saudi Arabia,30-Apr-13,---
Japan,Sri Lanka,1-Mar-82,7-Aug-82
Japan,Turkey,12-Feb-92,12-Mar-93
Japan,Uzbekistan,15-Aug-08,24-Sep-09
Japan,VietNam,14-Nov-03,19-Dec-04
Jamaica,Argentina,8-Feb-94,1-Dec-95
Jamaica,China,26-Oct-94,1-Apr-96
Jamaica,Cuba,31-May-97,---
Jamaica,Egypt,10-Feb-99,---
Jamaica,France,25-Jan-93,15-Sep-94
Jamaica,Germany,24-Sep-92,29-May-96
Jamaica,Indonesia,10-Feb-99,---
Jamaica,Italy,29-Sep-93,9-Nov-95
Jamaica,"Korea, Republic of",10-Jun-03,---
Jamaica,Kuwait,1-Apr-13,---
Jamaica,Netherlands,18-Apr-91,1-Aug-92
Jamaica,Nigeria,5-Aug-02,---
Jamaica,Spain,13-Mar-02,25-Nov-02
